sensor_type,device_type,timestamps,x,y,z
accelerometer,smartphone,1011252604.9999999,-0.2298433632,4.098873138,7.948749542000001
accelerometer,smartphone,2011252605.0000002,0.2298433632,1.953668594,11.93270111
accelerometer,smartphone,3011252605.0,0.383072257,0.42137950659999995,9.538499832000001
accelerometer,smartphone,4150118749.0,1.1492167709999999,3.6391866210000003,10.34295177
accelerometer,smartphone,5150118749.0,-0.07661445438999999,3.945644379,9.069235802
accelerometer,smartphone,6150118749.0,-0.8427590131999999,3.79241538,9.385271072
accelerometer,smartphone,7150118749.0,0.383072257,4.252102375,8.743624687
accelerometer,smartphone,8150118748.999999,-2.068590164,4.098873138,9.069235802
accelerometer,smartphone,9150118748.999998,-3.141192675,4.558559895,8.111555099
accelerometer,smartphone,10336731830.0,-0.5363011956,3.3327288630000003,9.069235802
accelerometer,smartphone,11336731830.0,0.07661445438999999,5.018246651,9.069235802
accelerometer,smartphone,13300290100.0,1.1492167709999999,0.7278373241,14.79616642
accelerometer,smartphone,14300290100.0,-0.6895300745999999,1.6472107169999999,6.83784008
accelerometer,smartphone,15300290100.0,-3.9073371889999997,-4.635174274,8.42759037
accelerometer,smartphone,16300290100.000002,-2.52827692,0.5746083856,9.701305389
accelerometer,smartphone,17300290100.0,-2.375048161,0.42137950659999995,9.864110947
accelerometer,smartphone,18300290100.0,-3.141192675,2.1068975930000002,7.316680431
accelerometer,smartphone,19300290100.0,-4.060565948,3.79241538,6.358999729
accelerometer,smartphone,20300290100.0,-4.520252705,3.179499865,6.042964935
accelerometer,smartphone,21300290100.0,-2.221819162,-5.248090267,10.49618053
accelerometer,smartphone,22300290100.0,-2.987963676,-10.76433086,-4.932055473
accelerometer,smartphone,23300290100.0,-9.270348549,-4.481945515,-7.948749542000001
accelerometer,smartphone,24300290100.0,-9.576807022,-0.4979939461,-3.3327288630000003
accelerometer,smartphone,25300290100.0,-7.738059998,-1.723825216,-1.905784607
accelerometer,smartphone,26300290100.0,-8.963891029,-0.038307227189999994,-6.042964935
accelerometer,smartphone,27300290100.0,-7.1251444820000005,0.7278373241,-4.453215122
accelerometer,smartphone,28300290100.0,-5.899312973,4.865017891,-5.401319027
accelerometer,smartphone,29300290100.0,-7.891288757000001,3.485957623,-6.042964935
accelerometer,smartphone,30300290100.0,-9.270348549,1.034295082,-4.769249916000001
accelerometer,smartphone,31300290100.0,-9.117119789,0.2681505978,-5.564124584
accelerometer,smartphone,32300290099.999996,-5.133168221,0.2681505978,-2.221819162
accelerometer,smartphone,33300290099.999996,-6.358999729,-1.110909581,6.358999729
accelerometer,smartphone,34300290099.999996,-0.383072257,5.477933407,7.000645638
accelerometer,smartphone,35300290100.0,0.5363011956,1.800439715,10.49618053
accelerometer,smartphone,36300290100.0,-2.068590164,1.493981838,8.743624687
accelerometer,smartphone,37300290100.0,-1.302445769,4.711789131000001,7.948749542000001
accelerometer,smartphone,38300290100.0,-0.2298433632,7.316680431,7.469909191
accelerometer,smartphone,39300290100.0,0.6895300745999999,5.171475887,7.000645638
accelerometer,smartphone,40300290100.0,0.07661445438999999,2.56658411,3.9743747710000004
accelerometer,smartphone,41300290100.0,-3.7541081910000003,3.6391866210000003,7.000645638
accelerometer,smartphone,42300290100.0,-1.7621324059999999,4.252102375,5.401319027
accelerometer,smartphone,43300290100.0,-1.915361404,3.6391866210000003,8.42759037
accelerometer,smartphone,44300290100.0,0.8427590131999999,6.090848922999999,7.1538748739999996
accelerometer,smartphone,45300290100.0,-0.8427590131999999,5.018246651,7.7955207820000005
accelerometer,smartphone,46300290100.0,-1.1492167709999999,3.6391866210000003,8.111555099
accelerometer,smartphone,47300290100.0,-0.6895300745999999,5.631162167,9.069235802
accelerometer,smartphone,48300290100.0,-0.07661445438999999,5.784391403,8.274360657
accelerometer,smartphone,49300290100.0,-0.07661445438999999,5.477933407,8.111555099
accelerometer,smartphone,50300290100.0,-0.5363011956,3.179499865,9.222464561
accelerometer,smartphone,51300290100.0,-1.7621324059999999,4.405331135,7.7955207820000005
accelerometer,smartphone,52300290100.0,0.383072257,5.324704647,8.274360657
accelerometer,smartphone,53300290100.0,-0.383072257,5.784391403,7.1538748739999996
accelerometer,smartphone,54300290100.0,-1.302445769,4.558559895,14.63336086
accelerometer,smartphone,55300290100.0,-0.383072257,5.631162167,9.538499832000001
accelerometer,smartphone,56300290100.0,-0.6895300745999999,3.945644379,9.701305389
accelerometer,smartphone,57300290100.0,-0.8427590131999999,3.0262708660000004,10.18014526
accelerometer,smartphone,58300290100.0,-0.383072257,3.6391866210000003,7.1538748739999996
accelerometer,smartphone,59300290100.0,-3.141192675,-2.030282974,9.701305389
accelerometer,smartphone,60300290100.0,-4.213795185,-1.723825216,7.948749542000001
accelerometer,smartphone,61300290100.0,-1.302445769,3.79241538,7.1538748739999996
accelerometer,smartphone,62300290100.0,-2.221819162,3.6391866210000003,8.42759037
